artist,song,album,label,year,isrc,position,spin_id,playlist_id,show,date,playlist_url
Paul Westerberg,Right To Arm Bears,Open Season: Featuring the songs of Paul Westerberg,Lost Highway Records,2006,USUM70607221,13,407561315,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Favourite Girl,Not Going Back,Not Going Back,Favourite Girl,2025,USY242428369,14,407561738,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Annie Mack,Testify,Testify,Annie Mack,2021,uscgh2133030,15,407562022,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Miloe,where u are,where u are,Loma Vista,2022,USC4R2212242,16,407562314,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Boss Mama & the Jebberhooch,Down and Out Blues,Greetings From the Barnyard Lounge,Boss Mama & the Jebberhooch,2024,usdy42457845,17,407563068,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Gaelynn Lea,The Long Way Around (Live),The Living Room Sessions: Gaelynn Lea Live,Gaelynn Lea,2020,QZ5342000006,18,407563462,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Prince,When Doves Cry,Purple Rain,Warner Rhino Off Roster-Audio,2004,USWB10001877,19,407563891,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Prince,Our Destiny / Roadhouse Garden,Our Destiny / Roadhouse Garden,Warner Records Label,2017,USWB11700475,20,407563855,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
The Penny Peaches,No Feeling,Good For Me,The Penny Peaches,2024,QT23N2400007,21,407563916,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Emily Haavik,"See, Love",You Were the City,Emily Haavik,2016,USHM91655838,22,407564139,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Martin Denny,Quiet Village,Exotica/Exotica Volume 2,Mpm,2020,FR0W62090038,23,407564465,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Bad Bad Hats,Lime Green,Bad Bad Hats,Don Giovanni Records,2024,USA2B2319928,24,407564499,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Remo Drive,All You'll Ever Catch,All You'll Ever Catch,Epitaph,2024,USEP42334003,25,407564703,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Sonny Knight & The Lakers,Why?,Sooner or Later,Secret Stash Records,2016,FR96X1673857,26,407564966,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Crankshaft and the Gear Grinders,Ode to the '59,Junkyard Rhythm,SlabTown Music Productions,2011,USCGJ1144445,27,407565282,20352266,WDSE 1033 The North,"Mar 12, 2025",https://spinitron.com/WDSE/pl/20352266/
Reid Anderson,Life On Mars,Prog,Universal Music Group International,2009,GBUM70703089,1,408179056,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Sam Miltich & the Clearwater Hot Club,How Deep Is the Ocean,"Just You, Just Me",Clearwater Hot Club Productions,2008,USHM80893605,2,408179416,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Teague Alexy & Erik Berry,Courtin' in the Kitchen,Irish American,Consider It Correspondence,2017,QMQN21700004,3,408180306,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
The Head And The Heart,Arrow,Arrow,Verve Forecast,2024,USUG12406565,4,408181362,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
The Cactus Blossoms,Is It Any Wonder,Every Time I Think About You,Walkie Talkie Records,2024,USA2B2402587,5,408181393,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Haley Bonar,Sun Don't Shine,...The Size of Planets,Chairkickers Union Music,2003,USBXQ0510084,6,408181618,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
J.S. Ondara,Television Girl,Tales Of America,Verve Forecast,2019,USUM71810632,7,408181962,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Kaylee Matuszak,Masked Animals,Leading Lady,Kaylee Matuszak,2024,USHM82410056,8,408182268,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Dana Thompson,Stars at Night,Ox,Dana Thompson,2004,USHM90758388,9,408182607,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Shannon Curfman,True Friends,"Loud Guitars, Big Suspicions",Arista,1999,USAR19900333,10,408182834,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Mike Munson,Night Flying Birds,Night Flying Birds,Liatris Records,2025,QMCWP2500002,11,408183569,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
The Tisdales,Come On Home Girl,Bakers Dozen,SMA Records,2008,ushm90895036,12,408183761,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Prince,"Let's Go Crazy - 7"" Single Edit",Purple Rain Deluxe (Expanded Edition),Warner Rhino Off Roster-Audio,2006,USWB10600303,13,408184417,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Prince,Let's Work,Controversy,Warner Rhino Off Roster-Audio,2021,USWB10101131,14,408184441,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Deep Fake Five,It's War,War... Brought To You By Our Sponsors,Deep Fake Five,2024,USL4R2458909,15,408184503,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Marcy Playground,Sex And Candy,Marcy Playground,"UMG Recordings, Inc.",2020,USEM39600079,16,408184771,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Martin Denny,Quiet Village,Exotica/Exotica Volume 2,Mpm,2020,FR0W62090038,17,408184995,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Plumstar,Wild Eyes,Wild Eyes,Revolving Parlor,2024,QT3F42420464,18,408185325,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
Keep for Cheap,Begging,Big Grass,Keep for Cheap,2024,SEYOK2421376,19,408185771,20385577,WDSE 1033 The North,"Mar 19, 2025",https://spinitron.com/WDSE/pl/20385577/
The Cactus Blossoms,Out Of My Mind (On Sunday),Every Time I Think About You,Walkie Talkie Records,2024,USA2B2402589,1,408802362,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Keith Secola,So Many Dreams,Circle,Don Giovanni Records,2017,USA2B1703000,2,408802582,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Atmosphere,The Best Day,"To All My Friends, Blood Makes The Blade Holy: the Atmosphere ep's",ADA Global,2010,USBWK1000093,3,408802893,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Mara Lovejoy,Our Love,Liminal,6915590 Records DK,2024,QZK6N2405514,4,408803117,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Rachael Kilgour,Ontario,Ontario,Rachael Kilgour,2023,QZWDD2324559,5,408803803,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Ross Thorn,Tell Me You Love Me,Hugo,Casa de Copas,2023,USLZJ2366298,6,408804145,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Dan Wilson,Soft Picasso,Soft Picasso,Rock the Cause,2011,USA371500091,7,408804667,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Bully,A Love Profound,Lucky For You,Subpop Record Group,2023,USSUB2256507,8,408804874,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Mary Bue,Draw Blood,The Wildness of Living & Dying,Mary Bue,2025,USCGH2547448,9,408805247,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Martin Denny,Quiet Village,Exotica/Exotica Volume 2,Mpm,2020,FR0W62090038,10,408805698,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Willie Murphy,Thief River Falls,Stargeezer,Red House Records,1996,USRHR9608411,11,408806010,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Remo Drive,"Please, Please Be Smart",Mercy,Epitaph,2024,USEP42334001,12,408806275,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Àlamode,Hard up On,Swell,Àlamode,2018,USL4Q1776993,13,408806515,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Black Market Brass,Moon King,Cheat and Start a Fight,Secret Stash Records,2016,FR96X1684121,14,408806782,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Mark Mallman,Trying to Fight Fire With a Fist,The End Is Not the End,Polkadot Mayhem,2016,TCACL1503103,15,408807050,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Humbird,Seven Veils,Right On,Nettwerk Music Group,2023,CAN112302159,16,408807425,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Boss Mama & the Jebberhooch,Hallway Watcher,Greetings From the Barnyard Lounge,Boss Mama & the Jebberhooch,2024,USDY42457839,17,408807848,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Four Tops,Ask The Lonely,Four Tops,Motown,2000,USMO10119989,18,408808213,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Chuck Bernard & The Satellite Band,Wasted,Instrumentals Soul Style - Kinda Groovy,History Of Soul,2016,GBHLW1601291,19,408808230,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Ondara,A Prophet Of Doom,A Prophet Of Doom,Verve Forecast,2022,USUM72119237,20,408808341,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Brother Ali,Oceans of Rage,Satisfied Soul,Mello Music Group,2025,USA2B2404862,21,408808678,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Bizhiki,Gigawaabamin (Come Through),Gigawaabamin (Come Through),Jagjaguwar,2024,US38Y2346509,22,408808923,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Lila Downs,Shake Away,Shake Away,Manhattan Records,2008,USMR80800084,23,408809151,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Black River Revue,Talking to Foxes,Just Can't Win,Black River Revue Records,2017,TCADG1775688,24,408809395,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Jenny Dalton,Puddle Jump,Rusalka's Umbrella,Glossy Shoebox,2008,ushm20825315,25,408809587,20418780,WDSE 1033 The North,"Mar 26, 2025",https://spinitron.com/WDSE/pl/20418780/
Kiss the Tiger,Out Of My Mind,Vicious Kid,Kiss the Tiger,2021,USLZJ2118209,1,409431676,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Trampled by Turtles,The Party's Over,Alpenglow,Banjodad Records,2022,USX6D2200011,2,409432544,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Portage,Sitting in the Dark,Creatures,Portage,2016,USDY41620490,3,409432833,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Jillian Rae,Barely Breathing,Barely Breathing,theDIYteam,2023,QM4TX2304121,4,409432988,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
John Mark Nelson,Cigarettes & Postage Stamps,Sings the Moon,John Mark Nelson,2014,TCABX1467019,5,409433230,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Amy Abts,Lit,IRL,Another Three Chord Production,2025,QZMHK2568051,6,409434044,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Davina and The Vagabonds,A Sunday Kind Of Love,Shoot For The Moon,Roustabout Records,2024,QM6MZ2436932,7,409434529,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
The Penny Peaches,Ready To Die,Good For Me,The Penny Peaches,2024,QT23N2400010,8,409434760,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Gully Boys,Love Me 2,Love Me 2,Smartpunk Records,2025,QZNWP2551433,9,409435014,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
The High 48s,Crocodile Man,Crocodile Man,The High 48s,2022,USANF2200001,10,409435291,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Social Animals,Way off Here,Way off Here,Independent,2024,TCAIA2442281,11,409435778,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Zoo Animal,Sailor,Young Blood,Waxploitation Records,2019,USHM20874861,12,409435967,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
New Salty Dog,Pecan Pie,"Pecan, Pecon",Hoop Dog Records LLC,2020,QZBLV1800022,13,409436198,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Mike Munson,Kansas City Lightning,Kansas City Lightning,Liatris Records,2025,QMCQP2500001,14,409436750,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
David Huckfelt,Stranger Angels,Stranger Angels,David Huckfelt / Tone Tree Music,2018,TCADW1842608,15,409437026,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Prince,Purple Rain,Purple Rain,Warner Bros.,2017,USWB10001880,16,409437411,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Prince,Around The World In A Day,Around The World In A Day,Warner Rhino Off Roster-Audio,2021,USWB19902873,17,409437431,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Fenestra Funk,Mid-Day Crisis,Fenestra Funk,Fenestra Funk,2022,USHM22278338,18,409437665,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Gaelynn Lea,Lost in the Woods,Learning How to Stay,Gaelynn Lea Music,2018,QZ5341800005,19,409438087,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Willie Wisely,Flowers for the Lady,Turbosherbet (Remastered Bonus Track Version),Ella Records,1997,USAYD1400199,20,409438226,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
The Wonsers,Amazed,"1,000 Things",Get A Wick Records,2006,US4ED9910503,21,409438421,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Alan Sparhawk,Not the 1,"White Roses, My God",Sub Pop Records,2024,USSUB2465503,22,409439107,20452675,WDSE 1033 The North,"Apr 2, 2025",https://spinitron.com/WDSE/pl/20452675/
Night Moves,Feel Another Day,Feel Another Day,Domino Recording Co,2022,GBCEL2100580,1,410054248,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Dedric Clark and the Social Animals,Tell It to Me,Dedric Clark and the Social Animals,Dedric Clark and the Social Animals,2015,TCACD1582575,2,410054534,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Good Morning Bedlam,Hold Me,Hold Me,Bedlam Records,2021,QZHN92196896,3,410054813,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
The Cactus Blossoms,There She Goes,There She Goes,Walkie Talkie Records,2024,USA2B2402584,4,410055221,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Cloud Cult,Different Kind of Day,Alchemy Creek,DISTROKID,2024,QZRP52433139,5,410055596,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Alan Sparhawk,Brother,"White Roses, My God",Sub Pop Records,2024,USSUB2465506,6,410056333,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
POLIÇA,Fist Teeth Money,Give You The Ghost,mom+pop music,2012,USNY91112308,7,410056588,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Tacky Annie,Until the Mad Clock Quits Her Running,The Little Album,Tacky Annie,2018,USHM21822592,8,410056773,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Sonny Knight & The Lakers,Juicy Lucy,I'm Still Here,Secret Stash Records,2014,FR6V82334413,9,410057570,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Gear Daddies,Time Heals,Billy's Live Bait,Polydor,2019,USWWW0201004,10,410057748,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
The Jayhawks,Clouds,Hollywood Town Hall,American Recordings Catalog P&D,2013,USSM19503750,11,410058295,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Erik Koskinen,45th Parallel,Down Street / Love Avenue,Real Phonic Records,2024,uscgj2496950,12,410058565,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
J.E. Sunde,Sunset Strip,Sunset Strip,Vietnam,2020,QZFZ22057633,13,410058879,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Chastity Brown,Back Seat,Back Seat,Red House Records,2022,USRHR2232002,14,410059517,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Boss Mama & the Jebberhooch,Lonesome Rooster Blues,Greetings From the Barnyard Lounge,Boss Mama & the Jebberhooch,2024,usdy42457842,15,410059737,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Prince,Dirty Mind,Dirty Mind,Warner Rhino Off Roster-Audio,2021,USWB18000120,16,410060314,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Prince,D.M.S.R. - 2019 Remaster,1999 (Super Deluxe Edition),Warner Records,2019,USRH11902855,17,410060362,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Blood Washed Band,Where the Sinners Are,Driftin' Along,House of Mercy Recordings,2013,USCGJ1359288,18,410060373,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Superior Siren,Rattlesnake,Rattlesnake,Superior Siren,2024,USDWH2450001,19,410060600,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Trueno,DANCE CRIP,DANCE CRIP,NEUEN,2021,ARRWN2000082,20,410061098,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Trampled by Turtles,You Never Let Me Down,Always Here,Banjodad Records,2024,USX6D2400001,21,410061129,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Martin Zellar & The Hardways,What It Is I Feel,Scattered,Owen Lee Recordings,2002,QMFME1324258,22,410061546,20486424,WDSE 1033 The North,"Apr 9, 2025",https://spinitron.com/WDSE/pl/20486424/
Humbird,Blueberry Bog,Right On,Nettwerk Music Group,2024,CAN112400316,1,410679240,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Emily Haavik & the 35s,Gates,Ease Back,Emily Haavik & the 35s,2018,USL4Q1866426,2,410679408,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Brother Ali,D.R.U.M.,Satisfied Soul,Mello Music Group,2025,USA2B2404859,3,410679649,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Teague Alexy,Babylon Babblin',Babylon Babblin',Effervescent,2025,USDY42528171,4,410679859,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Prince Paul and the Conscious Party,Round The Table,One Drop in the Water,MTGFC Productions,2024,QZFYY2420111,5,410680079,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Semisonic,This Will Be My Year,Feeling Strangely Fine,Geffen,2018,USMC19857424,6,410680479,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Red Mountain,Bad Advice,Scowl Lightly,Chaperone Records,2013,QMKRM1400008,7,410680742,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Jeff Ray & the Stakes,Friend of the Devil,In the Fire,Peace Stream,2022,USDY42237068,8,410680906,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
The Replacements,Androgynous,Let It Be [Expanded Edition],Ryko Rhino,2019,USRS73761005,9,410681333,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Ann Kathryn,Space,Entr'acte,Ann Kathryn,2019,QM9A91804047,10,410681849,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Hobo Nephews of Uncle Frank,Babydoll Blues,Sing!,Consider It Correspondence Records,2007,USX9P0786983,11,410682176,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Gary Louris,Living On My Phone,Dark Country,SHAM,2025,QMBZ92485848,12,410682470,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Alex Crankshaft Larson,Gotta Run,Tied to the World Behind Me,Self,2015,TCACI1531592,13,410682674,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Bad Bad Hats,Priority,Walkman,Don Giovanni Records,2021,USA2B2100849,14,410682994,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Caroline Smith,Half About Being a Woman,Half About Being a Woman,United Interests,2013,USA6B1311504,15,410683334,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Nat Harvie,Left Hand,Nat Harvie's Broken Record,Nat Harvie,2018,CAENV1864638,16,410683604,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Mae Simpson,Somebody,Chandelier & Bloom,DISTROKID,2023,QZNWR2370832,17,410683772,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Robin Hood Was Right,Carbon,Robin Hood Was Right,Robin Hood Was Right,2023,USX9P2307154,18,410684130,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Dana Thompson,Climb Out,Ox,Dana Thompson,2004,USHM90758389,19,410684372,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Prince,Purple Rain,Purple Rain,Warner Bros.,2017,USWB10001880,20,410685015,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
The Tisdales,Box of Wine,Bakers Dozen,SMA Records,2008,ushm90895037,21,410684730,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Prince,Baby I'm a Star - 2015 Paisley Park Remaster,Purple Rain Deluxe (Expanded Edition),Warner Records Label,2017,USWB11700469,22,410684985,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Charlie Parr,Over the Red Cedar,Stumpjumper,Red House Records,2015,USRHR1528306,23,410685054,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Severio Mancieri,Through The Dawn,A Thousand Feet from the Sun,Severio Mancieri,2023,USCGH2368208,24,410685312,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Gavin St. Clair,Who’s That?,Rollin It Back,Gavin St. Clair,2023,TCAGS2232847,25,410685513,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Early Eyes,Better At Home,Sunbathing,Epitaph,2020,USEP42003004,26,410685825,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
WHY NOT,YOU'RE MY KIND,WHY NOT,Why Not,2022,QMB622209006,27,410686061,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
theyself,in.end.out,in.end.out,theyself,2023,GX89G2334559,28,410686283,20520612,WDSE 1033 The North,"Apr 16, 2025",https://spinitron.com/WDSE/pl/20520612/
Grand Holler,Riverboat Queen,Riverboat Queen,Grand Holler,2024,USDY42434179,1,411303735,20554577,WDSE 1033 The North,"Apr 23, 2025",https://spinitron.com/WDSE/pl/20554577/
Hobo Revival,Everybody Knows,The Pulled Pork Sessions,Hobo Revival,2024,SE6HN2403572,2,411304385,20554577,WDSE 1033 The North,"Apr 23, 2025",https://spinitron.com/WDSE/pl/20554577/
Breanne Marie & the Front Porch Sinners,Dashboard Dandelion,Dashboard Dandelion,Breanne Marie & the Front Porch Sinners,2025,USDY42581091,3,411304755,20554577,WDSE 1033 The North,"Apr 23, 2025",https://spinitron.com/WDSE/pl/20554577/
Steve Solkela,The Getting Ghosted Polka,Sauna Knight,1224111 Records DK,2022,QZTB42291072,4,411305334,20554577,WDSE 1033 The North,"Apr 23, 2025",https://spinitron.com/WDSE/pl/20554577/
Sugar on the Roof,Walking After Midnight,Sugar on the Roof,Philville Records,2024,USY242435573,5,411305531,20554577,WDSE 1033 The North,"Apr 23, 2025",https://spinitron.com/WDSE/pl/20554577/
Father Hennepin,I Like It in Duluth,Crooked With Gin,Spinout Records,2001,USCGH0858946,6,411306119,20554577,WDSE 1033 The North,"Apr 23, 2025",https://spinitron.com/WDSE/pl/20554577/
Shannon Curfman,True Friends,"Loud Guitars, Big Suspicions",Arista,1999,USAR19900333,7,411306900,20554577,WDSE 1033 The North,"Apr 23, 2025",https://spinitron.com/WDSE/pl/20554577/
Matt Wilson,Raking Service,"Burnt, White And Blue",Tinderbox Music,2005,US4ED0531131,8,411307109,20554577,WDSE 1033 The North,"Apr 23, 2025",https://spinitron.com/WDSE/pl/20554577/
